Station:  
Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available

YEAR,STATION,POLLUTANT,Month 01,Month 02,Month 03,Month 04,Month 05,Month 06,Month 07,Month 08,Month 09,Month 10,Month 11,Month 12
2019,TUEN MUN,Carbon Monoxide,97,80,81,70,56,60,52,58,68,79,67,65
2019,TUEN MUN,Fine Suspended Particulates ,41,23,24,19,17,10,14,17,26,32,35,34
2019,TUEN MUN,Nitrogen Dioxide,68,46,48,40,41,34,32,38,46,44,58,69
2019,TUEN MUN,Nitrogen Oxides,121,72,74,58,62,55,49,57,58,54,72,96
2019,TUEN MUN,Ozone,24,33,43,49,48,34,36,49,84,90,78,44
2019,TUEN MUN,Respirable Suspended Particulates,67,35,37,29,29,18,26,29,44,50,64,60
2019,TUEN MUN,Sulphur Dioxide,5,2,4,8,8,3,3,4,4,4,6,8
2019,TUNG CHUNG,Carbon Monoxide,99,49,54,51,54,45,35,42,49,67,66,62
2019,TUNG CHUNG,Fine Suspended Particulates ,39,15,19,16,12,8,12,15,21,23,25,26
2019,TUNG CHUNG,Nitrogen Dioxide,64,33,32,24,25,20,16,23,32,33,42,51
2019,TUNG CHUNG,Nitrogen Oxides,107,49,49,32,35,31,25,32,39,38,49,69
2019,TUNG CHUNG,Ozone,35,42,55,61,63,46,48,60,81,93,83,48
2019,TUNG CHUNG,Respirable Suspended Particulates,61,27,29,24,21,13,21,23,28,33,41,42
2019,TUNG CHUNG,Sulphur Dioxide,13,10,3,3,6,7,9,4,5,4,5,6
2019,YUEN LONG,Carbon Monoxide,105,75,58,43,40,48,61,51,53,68,70,84
2019,YUEN LONG,Fine Suspended Particulates ,31,13,17,16,15,10,14,16,23,28,28,25
2019,YUEN LONG,Nitrogen Dioxide,67,40,45,40,33,28,28,38,46,46,54,63
2019,YUEN LONG,Nitrogen Oxides,111,61,66,55,46,47,45,55,57,54,68,91
2019,YUEN LONG,Ozone,37,41,49,53,57,38,39,53,75,81,73,44
2019,YUEN LONG,Respirable Suspended Particulates,52,28,33,25,26,15,23,26,39,53,65,58
2019,YUEN LONG,Sulphur Dioxide,7,3,3,3,3,5,6,7,5,5,7,7
2020,CAUSEWAY BAY,Carbon Monoxide,105,75,44,45,62,52,50,60,76,74,82,89
2020,CAUSEWAY BAY,Fine Suspended Particulates ,29,22,26,24,19,12,11,17,23,25,28,34
2020,CAUSEWAY BAY,Nitrogen Dioxide,75,66,66,72,66,48,48,56,75,77,84,83
2020,CAUSEWAY BAY,Nitrogen Oxides,193,174,160,154,189,179,195,178,206,170,190,217
2020,CAUSEWAY BAY,Ozone,32,34,35,44,23,16,14,19,27,46,39,27
2020,CAUSEWAY BAY,Respirable Suspended Particulates,45,37,42,39,30,20,19,26,34,43,48,55
2020,CAUSEWAY BAY,Sulphur Dioxide,6,4,5,5,6,6,6,6,7,5,5,6
2020,CENTRAL,Carbon Monoxide,102,105,93,86,85,86,55,58,75,60,66,77
2020,CENTRAL,Fine Suspended Particulates ,23,18,21,18,13,7,6,11,15,19,23,29
2020,CENTRAL,Nitrogen Dioxide,78,68,70,75,66,46,46,57,77,67,83,84
2020,CENTRAL,Nitrogen Oxides,162,147,142,139,155,135,145,143,174,124,152,191
2020,CENTRAL,Ozone,36,38,40,49,30,22,19,24,31,58,42,26
2020,CENTRAL,Respirable Suspended Particulates,37,32,37,32,21,13,12,17,23,36,41,46
2020,CENTRAL,Sulphur Dioxide,6,5,5,5,4,3,4,6,7,3,4,6
2020,CENTRAL/WESTERN,Fine Suspended Particulates ,22,18,21,18,11,5,5,9,13,19,21,27
2020,CENTRAL/WESTERN,Nitrogen Dioxide,40,36,39,37,31,15,16,26,36,28,36,46
2020,CENTRAL/WESTERN,Nitrogen Oxides,50,49,52,45,40,19,22,34,45,30,43,58
2020,CENTRAL/WESTERN,Ozone,59,55,54,72,48,34,31,41,51,73,74,49
2020,CENTRAL/WESTERN,Respirable Suspended Particulates,32,27,33,29,17,9,8,13,19,33,36,42
2020,CENTRAL/WESTERN,Sulphur Dioxide,2,2,2,4,4,4,5,5,6,5,4,4
2020,EASTERN,Fine Suspended Particulates ,20,16,19,16,10,4,4,8,12,18,20,23
2020,EASTERN,Nitrogen Dioxide,40,37,39,34,32,20,19,28,40,33,41,44
2020,EASTERN,Ozone,62,59,56,75,45,30,22,31,47,73,66,50
2020,EASTERN,Respirable Suspended Particulates,33,29,35,30,18,11,10,16,20,37,41,41
2020,EASTERN,Sulphur Dioxide,1,1,1,2,2,1,2,2,2,3,4,3
2020,KWAI CHUNG,Fine Suspended Particulates ,19,15,15,16,11,7,6,9,12,16,18,21
2020,KWAI CHUNG,Nitrogen Dioxide,46,42,43,52,54,45,41,45,52,44,52,56
2020,KWAI CHUNG,Nitrogen Oxides,71,71,71,78,96,102,90,77,82,57,69,86
2020,KWAI CHUNG,Ozone,52,51,56,55,24,9,11,22,39,71,64,42
2020,KWAI CHUNG,Respirable Suspended Particulates,27,23,24,26,19,14,13,16,20,29,31,35
2020,KWAI CHUNG,Sulphur Dioxide,5,5,7,5,7,9,9,7,5,5,6,6
2020,KWUN TONG,Fine Suspended Particulates ,20,16,17,19,12,7,6,9,13,20,22,25
2020,KWUN TONG,Nitrogen Dioxide,38,29,39,50,50,38,38,40,49,41,47,52
2020,KWUN TONG,Nitrogen Oxides,56,43,59,66,81,78,75,65,74,54,64,81
2020,KWUN TONG,Ozone,60,58,56,60,30,15,16,26,41,74,69,46
2020,KWUN TONG,Respirable Suspended Particulates,40,34,35,32,19,16,16,20,26,44,49,49
2020,KWUN TONG,Sulphur Dioxide,4,5,5,4,4,5,5,4,2,2,3,4
2020,MONG KOK,Carbon Monoxide,82,75,104,104,71,54,57,52,73,73,60,85
2020,MONG KOK,Fine Suspended Particulates ,26,20,23,21,14,7,6,12,16,21,24,29
2020,MONG KOK,Nitrogen Dioxide,76,68,93,102,79,58,55,63,80,68,75,69
2020,MONG KOK,Nitrogen Oxides,142,125,243,246,187,170,166,150,160,103,116,129
2020,MONG KOK,Ozone,31,30,24,34,24,11,11,19,31,57,52,35
2020,MONG KOK,Respirable Suspended Particulates,38,31,38,34,21,12,11,17,23,36,40,44
2020,MONG KOK,Sulphur Dioxide,3,3,7,7,5,3,5,4,4,2,4,3
2020,NORTH,Carbon Monoxide,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,28,37,48,50,54,82
2020,NORTH,Fine Suspended Particulates ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,5,10,13,18,19,24
2020,NORTH,Nitrogen Dioxide,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,19,26,35,35,41,45
2020,NORTH,Nitrogen Oxides,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,32,47,52,40,51,60
2020,NORTH,Ozone,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,36,42,57,79,72,48
2020,NORTH,Respirable Suspended Particulates,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,9,15,19,31,36,42
2020,NORTH,Sulphur Dioxide,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,5,5,3,3,3,4
2020,SHAM SHUI PO,Fine Suspended Particulates ,20,17,18,16,11,5,5,9,12,16,18,20
2020,SHAM SHUI PO,Nitrogen Dioxide,55,50,50,50,44,29,28,38,52,44,52,53
2020,SHAM SHUI PO,Nitrogen Oxides,74,72,76,68,69,49,50,65,82,61,73,75
2020,SHAM SHUI PO,Ozone,50,45,47,61,36,25,25,34,47,75,70,49
2020,SHAM SHUI PO,Respirable Suspended Particulates,35,31,34,31,20,13,13,17,21,35,41,42
2020,SHAM SHUI PO,Sulphur Dioxide,4,4,4,7,6,5,4,5,6,6,8,8
2020,SHATIN,Fine Suspended Particulates ,19,15,17,17,11,6,7,10,13,17,19,23
2020,SHATIN,Nitrogen Dioxide,26,25,24,32,30,24,22,25,29,24,30,39
2020,SHATIN,Nitrogen Oxides,33,35,31,39,39,33,32,35,40,28,37,51
2020,SHATIN,Ozone,65,58,62,65,42,26,26,38,56,85,77,52
2020,SHATIN,Respirable Suspended Particulates,28,23,27,27,18,11,12,17,21,33,36,40
2020,SHATIN,Sulphur Dioxide,6,7,8,8,7,6,7,6,7,6,8,8
2020,SOUTHERN,Carbon Monoxide,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,21,38,51,48,49,57
2020,SOUTHERN,Fine Suspended Particulates ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,6,9,12,16,18,20
2020,SOUTHERN,Nitrogen Dioxide,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,24,21,25,23,32,40
2020,SOUTHERN,Nitrogen Oxides,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,38,32,36,28,39,51
2020,SOUTHERN,Ozone,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,27,42,61,93,85,59
2020,SOUTHERN,Respirable Suspended Particulates,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,12,18,21,33,37,37
2020,SOUTHERN,Sulphur Dioxide,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,3,3,2,2,3,3
2020,TAI PO,Fine Suspended Particulates ,20,16,17,18,11,5,5,10,13,20,22,29
2020,TAI PO,Nitrogen Dioxide,33,29,28,32,31,24,22,27,32,29,34,42
2020,TAI PO,Nitrogen Oxides,42,39,37,39,42,37,33,40,43,34,43,53
2020,TAI PO,Ozone,63,56,63,71,48,28,33,44,64,90,82,56
2020,TAI PO,Respirable Suspended Particulates,29,23,28,27,17,9,8,15,20,34,37,45
2020,TAI PO,Sulphur Dioxide,3,2,2,3,3,2,2,3,2,3,4,4
2020,TAP MUN,Carbon Monoxide,86,69,50,58,39,23,13,31,43,46,46,71
2020,TAP MUN,Fine Suspended Particulates ,18,15,17,15,8,3,4,8,12,19,21,26
2020,TAP MUN,Nitrogen Dioxide,9,6,10,9,7,6,9,6,6,8,13,16
2020,TAP MUN,Nitrogen Oxides,11,9,13,11,9,8,11,7,7,9,14,18
2020,TAP MUN,Ozone,80,76,76,85,63,38,38,53,83,100,95,69
2020,TAP MUN,Respirable Suspended Particulates,30,27,30,26,15,8,7,14,20,37,41,41
2020,TAP MUN,Sulphur Dioxide,7,6,5,2,2,2,3,3,4,5,5,7
2020,TSEUNG KWAN O,Carbon Monoxide,71,62,68,72,64,51,49,51,57,57,64,78
2020,TSEUNG KWAN O,Fine Suspended Particulates ,17,13,15,15,10,4,4,8,11,16,17,19
2020,TSEUNG KWAN O,Nitrogen Dioxide,23,20,21,26,29,23,20,21,31,16,20,25
2020,TSEUNG KWAN O,Nitrogen Oxides,31,30,32,35,45,39,33,31,43,19,24,31
2020,TSEUNG KWAN O,Ozone,78,72,75,82,48,28,30,43,61,97,95,68
2020,TSEUNG KWAN O,Respirable Suspended Particulates,29,26,32,27,18,12,11,15,19,31,33,32
2020,TSEUNG KWAN O,Sulphur Dioxide,2,2,3,4,4,4,5,5,2,4,4,3
2020,TSUEN WAN,Carbon Monoxide,82,68,69,62,43,37,41,54,60,70,54,82
2020,TSUEN WAN,Fine Suspended Particulates ,20,16,16,17,11,5,5,10,13,20,22,26
2020,TSUEN WAN,Nitrogen Dioxide,47,37,39,40,31,26,27,29,34,32,43,47
2020,TSUEN WAN,Nitrogen Oxides,62,52,59,52,50,47,46,43,48,38,51,60
2020,TSUEN WAN,Ozone,45,47,47,58,34,18,19,29,44,71,64,42
2020,TSUEN WAN,Respirable Suspended Particulates,29,24,25,25,17,10,10,16,20,34,37,40
2020,TSUEN WAN,Sulphur Dioxide,4,5,5,6,5,5,6,5,6,6,7,7
2020,TUEN MUN,Carbon Monoxide,78,69,78,83,77,37,46,59,62,57,70,87
2020,TUEN MUN,Fine Suspended Particulates ,26,22,22,23,14,7,7,12,16,24,27,36
2020,TUEN MUN,Nitrogen Dioxide,49,46,45,47,39,19,18,30,38,36,51,60
2020,TUEN MUN,Nitrogen Oxides,67,68,66,59,53,29,28,51,51,42,62,79
2020,TUEN MUN,Ozone,46,41,44,60,43,26,28,40,56,79,68,43
2020,TUEN MUN,Respirable Suspended Particulates,41,32,34,36,23,14,14,19,25,46,54,66
2020,TUEN MUN,Sulphur Dioxide,6,6,7,7,8,1,2,2,3,3,4,5
2020,TUNG CHUNG,Carbon Monoxide,69,51,49,50,33,20,20,18,34,38,49,71
2020,TUNG CHUNG,Fine Suspended Particulates ,19,15,13,18,9,4,4,9,13,18,21,28
2020,TUNG CHUNG,Nitrogen Dioxide,38,31,30,38,23,9,10,20,30,28,34,45
2020,TUNG CHUNG,Nitrogen Oxides,53,43,41,47,31,14,16,28,38,32,43,58
2020,TUNG CHUNG,Ozone,44,49,55,62,47,36,33,42,58,81,71,39
2020,TUNG CHUNG,Respirable Suspended Particulates,29,24,21,30,17,9,9,15,21,36,41,50
2020,TUNG CHUNG,Sulphur Dioxide,5,5,6,7,3,1,1,2,3,3,4,4
2020,YUEN LONG,Carbon Monoxide,81,66,62,56,52,38,37,42,53,52,63,61
2020,YUEN LONG,Fine Suspended Particulates ,20,16,16,17,13,7,7,12,13,20,21,26
2020,YUEN LONG,Nitrogen Dioxide,46,36,33,35,25,19,18,23,30,29,41,45
2020,YUEN LONG,Nitrogen Oxides,67,55,49,49,43,40,39,46,45,37,54,63
2020,YUEN LONG,Ozone,45,43,47,53,36,23,23,30,44,72,66,42
2020,YUEN LONG,Respirable Suspended Particulates,34,29,32,35,22,13,13,18,21,41,51,52
2020,YUEN LONG,Sulphur Dioxide,5,4,4,5,5,4,4,4,4,5,7,8
2021,CAUSEWAY BAY,Carbon Monoxide,89,81,88,81,61,65,66,75,79,66,59,78
2021,CAUSEWAY BAY,Fine Suspended Particulates ,35,27,28,23,17,17,17,17,21,21,27,31
2021,CAUSEWAY BAY,Nitrogen Dioxide,88,79,72,70,60,63,62,57,68,65,85,86
2021,CAUSEWAY BAY,Nitrogen Oxides,209,202,179,151,190,195,208,223,213,165,209,248
2021,CAUSEWAY BAY,Ozone,38,37,36,50,24,25,16,13,19,31,30,27
2021,CAUSEWAY BAY,Respirable Suspended Particulates,62,44,47,43,29,29,28,25,33,35,46,50
2021,CAUSEWAY BAY,Sulphur Dioxide,7,6,6,6,7,5,5,6,7,4,5,6
2021,CENTRAL,Carbon Monoxide,78,68,70,56,45,52,52,67,98,109,111,102
2021,CENTRAL,Fine Suspended Particulates ,31,21,21,20,12,13,12,12,15,15,21,27
2021,CENTRAL,Nitrogen Dioxide,90,73,67,64,57,59,59,57,66,60,84,81
2021,CENTRAL,Nitrogen Oxides,189,150,137,111,133,144,141,159,154,121,175,184
2021,CENTRAL,Ozone,37,41,40,54,23,23,18,14,25,38,37,34
2021,CENTRAL,Respirable Suspended Particulates,53,35,36,36,20,20,18,17,22,25,36,43
2021,CENTRAL,Sulphur Dioxide,7,4,4,3,4,4,3,4,4,4,5,6
2021,CENTRAL/WESTERN,Fine Suspended Particulates ,29,19,20,17,8,9,8,8,11,14,19,24
2021,CENTRAL/WESTERN,Nitrogen Dioxide,51,43,38,32,21,25,22,25,30,27,42,43
2021,CENTRAL/WESTERN,Nitrogen Oxides,62,55,51,37,26,31,29,36,41,31,48,52
2021,CENTRAL/WESTERN,Ozone,65,64,58,79,48,52,49,39,57,70,83,72
2021,CENTRAL/WESTERN,Respirable Suspended Particulates,48,31,34,32,14,16,13,12,17,23,32,37
2021,CENTRAL/WESTERN,Sulphur Dioxide,4,4,4,4,5,5,6,6,6,2,4,4
2021,EASTERN,Fine Suspended Particulates ,25,18,17,16,9,10,9,8,11,13,17,21
2021,EASTERN,Nitrogen Dioxide,45,39,38,34,24,30,29,30,34,31,42,43
2021,EASTERN,Ozone,71,73,67,87,56,57,51,42,61,71,78,72
2021,EASTERN,Respirable Suspended Particulates,50,33,34,36,16,20,19,15,20,27,34,39
2021,EASTERN,Sulphur Dioxide,3,1,1,1,1,1,1,1,2,1,2,2
2021,KWAI CHUNG,Fine Suspended Particulates ,22,19,20,17,10,12,11,10,13,15,19,25
2021,KWAI CHUNG,Nitrogen Dioxide,65,55,52,50,52,54,48,50,49,34,54,55
2021,KWAI CHUNG,Nitrogen Oxides,99,89,87,75,98,104,89,99,85,51,75,82
2021,KWAI CHUNG,Ozone,51,51,46,62,20,23,22,15,37,55,58,50
2021,KWAI CHUNG,Respirable Suspended Particulates,40,28,33,31,17,20,16,15,19,23,31,36
2021,KWAI CHUNG,Sulphur Dioxide,7,6,7,7,10,8,6,5,5,3,4,6
2021,KWUN TONG,Fine Suspended Particulates ,28,20,20,19,12,12,10,10,13,15,19,23
2021,KWUN TONG,Nitrogen Dioxide,63,55,47,43,40,42,41,44,51,41,59,58
2021,KWUN TONG,Nitrogen Oxides,95,83,69,62,71,72,69,81,83,57,80,84
2021,KWUN TONG,Ozone,58,53,50,68,29,31,27,20,39,56,63,57
2021,KWUN TONG,Respirable Suspended Particulates,58,37,40,38,20,21,18,18,24,27,37,41
2021,KWUN TONG,Sulphur Dioxide,5,3,3,3,4,5,4,3,4,3,5,6
2021,MONG KOK,Carbon Monoxide,93,83,103,104,67,89,84,77,66,76,67,79
2021,MONG KOK,Fine Suspended Particulates ,31,23,25,22,12,12,11,11,14,15,20,25
2021,MONG KOK,Nitrogen Dioxide,84,78,71,76,61,65,63,62,69,57,81,72
2021,MONG KOK,Nitrogen Oxides,156,147,132,132,143,148,144,158,151,98,134,127
2021,MONG KOK,Ozone,42,40,36,48,21,21,18,13,25,42,45,37
2021,MONG KOK,Respirable Suspended Particulates,52,36,40,37,17,20,17,16,22,27,36,41
2021,MONG KOK,Sulphur Dioxide,5,4,5,5,5,4,3,4,5,1,4,3
2021,NORTH,Carbon Monoxide,58,60,41,36,44,34,41,54,68,62,73,70
2021,NORTH,Fine Suspended Particulates ,26,17,16,15,10,9,10,9,13,13,17,21
2021,NORTH,Nitrogen Dioxide,53,38,35,30,22,26,28,31,33,33,49,51
2021,NORTH,Nitrogen Oxides,72,56,45,39,32,38,42,48,50,41,69,74
2021,NORTH,Ozone,64,65,61,82,50,50,48,35,57,61,61,51
2021,NORTH,Respirable Suspended Particulates,47,27,28,27,14,15,14,14,23,24,33,38
2021,NORTH,Sulphur Dioxide,4,1,3,4,3,4,3,4,3,3,4,4
2021,SHAM SHUI PO,Fine Suspended Particulates ,23,18,17,14,8,9,8,9,11,13,16,20
2021,SHAM SHUI PO,Nitrogen Dioxide,66,57,49,46,33,42,38,42,45,39,55,56
2021,SHAM SHUI PO,Nitrogen Oxides,94,87,73,63,49,62,58,66,72,51,70,75
2021,SHAM SHUI PO,Ozone,59,57,52,69,41,39,38,28,47,59,62,51
2021,SHAM SHUI PO,Respirable Suspended Particulates,50,35,36,35,17,22,17,16,20,23,33,37
2021,SHAM SHUI PO,Sulphur Dioxide,7,5,5,7,8,8,9,4,4,2,5,5
2021,SHATIN,Fine Suspended Particulates ,24,14,15,14,9,9,8,8,11,12,17,23
2021,SHATIN,Nitrogen Dioxide,49,36,30,27,25,24,25,31,29,22,41,42
2021,SHATIN,Nitrogen Oxides,68,48,38,35,33,33,34,47,43,26,51,54
2021,SHATIN,Ozone,60,58,59,77,41,48,42,28,51,67,67,56
2021,SHATIN,Respirable Suspended Particulates,46,26,29,31,16,17,14,14,18,21,29,36
2021,SHATIN,Sulphur Dioxide,5,8,6,7,7,4,6,6,7,4,6,6
2021,SOUTHERN,Carbon Monoxide,50,46,43,33,25,26,26,43,45,50,42,58
2021,SOUTHERN,Fine Suspended Particulates ,20,15,15,14,8,9,8,7,9,11,16,18
2021,SOUTHERN,Nitrogen Dioxide,39,30,31,27,26,29,25,29,25,23,33,36
2021,SOUTHERN,Nitrogen Oxides,49,42,42,34,35,40,36,43,38,29,41,48
2021,SOUTHERN,Ozone,79,78,66,84,44,48,44,35,56,75,79,73
2021,SOUTHERN,Respirable Suspended Particulates,42,27,29,30,17,20,16,16,19,24,33,35
2021,SOUTHERN,Sulphur Dioxide,3,2,2,2,4,4,5,5,5,3,2,2
2021,TAI PO,Fine Suspended Particulates ,28,18,18,16,9,9,9,9,13,14,18,23
2021,TAI PO,Nitrogen Dioxide,49,36,31,28,24,27,27,30,30,25,39,42
2021,TAI PO,Nitrogen Oxides,63,48,40,36,34,38,39,45,41,34,52,58
2021,TAI PO,Ozone,69,69,67,84,47,50,47,34,59,63,67,57
2021,TAI PO,Respirable Suspended Particulates,46,28,30,29,15,17,15,14,20,24,30,36
2021,TAI PO,Sulphur Dioxide,5,3,3,5,3,2,2,3,3,3,4,5
2021,TAP MUN,Carbon Monoxide,64,49,49,53,48,37,30,36,48,65,44,68
2021,TAP MUN,Fine Suspended Particulates ,25,17,15,14,7,8,7,6,11,13,16,21
2021,TAP MUN,Nitrogen Dioxide,16,9,9,8,6,6,7,10,9,8,12,15
2021,TAP MUN,Nitrogen Oxides,18,11,12,10,9,9,8,13,11,9,13,16
2021,TAP MUN,Ozone,89,85,77,98,56,61,56,42,73,80,96,82
2021,TAP MUN,Respirable Suspended Particulates,44,26,27,29,12,14,11,11,16,25,29,35
2021,TAP MUN,Sulphur Dioxide,6,5,5,6,5,5,5,6,7,7,8,9
2021,TSEUNG KWAN O,Carbon Monoxide,79,80,67,43,36,42,44,47,47,47,44,55
2021,TSEUNG KWAN O,Fine Suspended Particulates ,20,14,15,15,8,9,8,8,11,13,16,19
2021,TSEUNG KWAN O,Nitrogen Dioxide,34,29,23,21,23,25,25,30,27,16,30,28
2021,TSEUNG KWAN O,Nitrogen Oxides,47,38,31,28,34,38,38,46,38,19,35,33
2021,TSEUNG KWAN O,Ozone,80,75,73,90,42,46,44,34,61,78,86,79
2021,TSEUNG KWAN O,Respirable Suspended Particulates,37,25,27,29,16,18,16,15,20,24,30,32
2021,TSEUNG KWAN O,Sulphur Dioxide,4,2,3,3,2,2,2,2,3,2,3,6
2021,TSUEN WAN,Carbon Monoxide,74,64,52,57,47,60,58,52,54,60,56,63
2021,TSUEN WAN,Fine Suspended Particulates ,26,17,18,17,10,11,10,10,13,15,18,25
2021,TSUEN WAN,Nitrogen Dioxide,59,49,44,41,40,41,39,42,40,33,48,51
2021,TSUEN WAN,Nitrogen Oxides,79,67,62,54,62,63,58,68,58,42,59,68
2021,TSUEN WAN,Ozone,50,50,45,63,29,34,31,22,42,56,59,49
2021,TSUEN WAN,Respirable Suspended Particulates,43,24,28,29,14,18,15,14,19,22,29,37
2021,TSUEN WAN,Sulphur Dioxide,4,3,3,3,4,5,5,6,6,5,5,6
2021,TUEN MUN,Carbon Monoxide,88,87,71,74,72,61,65,73,66,63,69,72
2021,TUEN MUN,Fine Suspended Particulates ,37,24,23,20,10,10,9,9,14,18,26,32
2021,TUEN MUN,Nitrogen Dioxide,74,54,48,41,29,32,30,34,36,34,58,62
2021,TUEN MUN,Nitrogen Oxides,105,72,63,51,38,42,39,50,49,43,73,87
2021,TUEN MUN,Ozone,48,54,48,68,43,43,45,32,53,57,57,43
2021,TUEN MUN,Respirable Suspended Particulates,69,39,42,40,19,22,20,16,26,33,50,55
2021,TUEN MUN,Sulphur Dioxide,6,4,4,4,4,4,5,5,6,5,7,6
2021,TUNG CHUNG,Carbon Monoxide,56,43,40,33,20,22,28,37,34,33,31,50
2021,TUNG CHUNG,Fine Suspended Particulates ,28,17,15,16,9,9,9,11,12,16,26,31
2021,TUNG CHUNG,Nitrogen Dioxide,44,29,27,21,14,15,15,17,25,25,39,43
2021,TUNG CHUNG,Nitrogen Oxides,56,39,36,27,21,23,22,26,34,29,46,56
2021,TUNG CHUNG,Ozone,51,53,49,67,43,47,43,33,52,60,60,48
2021,TUNG CHUNG,Respirable Suspended Particulates,48,27,24,30,14,16,13,14,17,24,39,44
2021,TUNG CHUNG,Sulphur Dioxide,5,3,4,4,4,5,6,6,7,7,3,4
2021,YUEN LONG,Carbon Monoxide,81,64,68,52,44,57,47,60,68,53,67,70
2021,YUEN LONG,Fine Suspended Particulates ,27,18,16,15,10,11,10,10,15,17,24,31
2021,YUEN LONG,Nitrogen Dioxide,57,41,40,34,24,27,31,34,39,35,55,57
2021,YUEN LONG,Nitrogen Oxides,88,62,53,44,36,41,47,54,58,44,70,80
2021,YUEN LONG,Ozone,49,54,50,71,43,44,42,29,47,55,56,46
2021,YUEN LONG,Respirable Suspended Particulates,56,32,33,31,16,19,16,15,23,27,41,49
2021,YUEN LONG,Sulphur Dioxide,9,7,7,8,8,8,9,9,10,10,12,5
2022,CAUSEWAY BAY,Carbon Monoxide,91,89,85,79,73,48,59,55,61,45,47,70
2022,CAUSEWAY BAY,Fine Suspended Particulates ,30,18,24,19,16,13,15,16,31,22,20,25
2022,CAUSEWAY BAY,Nitrogen Dioxide,71,61,62,59,58,47,52,59,99,72,56,79
2022,CAUSEWAY BAY,Nitrogen Oxides,174,177,158,142,144,180,175,204,214,163,150,252
2022,CAUSEWAY BAY,Ozone,33,28,37,38,36,14,24,21,49,45,37,22
2022,CAUSEWAY BAY,Respirable Suspended Particulates,46,28,38,35,27,22,26,27,49,40,31,41
2022,CAUSEWAY BAY,Sulphur Dioxide,5,5,5,4,4,5,4,5,6,4,3,6
2022,CENTRAL,Carbon Monoxide,101,102,114,94,95,93,101,110,113,93,103,81
2022,CENTRAL,Fine Suspended Particulates ,27,15,20,18,13,9,12,12,26,18,16,21
2022,CENTRAL,Nitrogen Dioxide,69,59,63,56,55,44,48,57,91,68,56,74
2022,CENTRAL,Nitrogen Oxides,140,139,133,112,114,125,123,149,144,118,110,182
2022,CENTRAL,Ozone,40,31,44,48,45,16,23,19,59,52,40,23
2022,CENTRAL,Respirable Suspended Particulates,40,23,31,29,20,13,18,18,39,31,24,33
2022,CENTRAL,Sulphur Dioxide,4,4,5,2,2,2,5,6,5,4,3,5
2022,CENTRAL/WESTERN,Fine Suspended Particulates ,25,13,18,15,10,6,8,8,23,15,13,17
2022,CENTRAL/WESTERN,Nitrogen Dioxide,40,36,37,29,24,19,18,26,32,26,30,40
2022,CENTRAL/WESTERN,Nitrogen Oxides,49,48,54,37,29,26,24,35,35,30,37,51
2022,CENTRAL/WESTERN,Ozone,70,55,73,75,74,40,57,53,130,94,63,55
2022,CENTRAL/WESTERN,Respirable Suspended Particulates,35,19,27,25,16,10,13,13,36,28,20,25
2022,CENTRAL/WESTERN,Sulphur Dioxide,3,2,3,3,4,4,4,4,4,3,5,3
2022,EASTERN,Fine Suspended Particulates ,22,12,16,14,10,5,8,7,21,14,13,17
2022,EASTERN,Nitrogen Dioxide,41,36,39,31,30,22,22,29,34,29,33,38
2022,EASTERN,Ozone,68,56,71,76,72,42,55,54,119,96,71,60
2022,EASTERN,Respirable Suspended Particulates,35,21,28,27,19,13,16,14,33,27,20,27
2022,EASTERN,Sulphur Dioxide,1,1,1,1,1,1,2,1,3,2,1,2
2022,KWAI CHUNG,Fine Suspended Particulates ,25,14,18,15,11,8,10,9,24,15,13,19
2022,KWAI CHUNG,Nitrogen Dioxide,48,39,47,44,43,49,48,41,55,39,35,42
2022,KWAI CHUNG,Nitrogen Oxides,72,64,86,74,72,109,85,80,69,52,55,68
2022,KWAI CHUNG,Ozone,50,40,51,54,53,11,24,28,83,71,47,42
2022,KWAI CHUNG,Respirable Suspended Particulates,34,19,26,25,18,15,16,14,36,28,19,29
2022,KWAI CHUNG,Sulphur Dioxide,6,6,9,8,7,13,13,11,4,3,2,3
2022,KWUN TONG,Fine Suspended Particulates ,23,12,18,16,12,9,10,8,20,13,12,17
2022,KWUN TONG,Nitrogen Dioxide,50,43,48,45,44,40,42,43,59,42,37,48
2022,KWUN TONG,Nitrogen Oxides,68,69,76,64,68,78,69,73,71,53,50,77
2022,KWUN TONG,Ozone,56,43,57,57,52,19,30,29,87,73,52,39
2022,KWUN TONG,Respirable Suspended Particulates,34,20,29,28,20,16,18,15,34,29,20,28
